DATA_ID,MARKET,SCHEDULED_DELIVERY_DATE,DELIVERY_CREATE_DATE,VEHICLE_TYPE,CUSTOMER_ORDER_NUMBER,WORK_ORDER_NUMBER,SPECIAL_ORDER,FLOC,UNATTENDED_FLAG,WINDOW_START,WINDOW_END,QUANTITY,VOLUME_CUBEFT,WEIGHT,PALLET,DLVRY_RISK_DECILE,DLVRY_RISK_BUCKET,DLVRY_RISK_PERCENTILE,CUSTOMER_NOTES,CUSTOMER_NOTES_LLM_SUMMARY,HISTORIC_NOTES_LLM_SUMMARY,HISTORIC_NOTES_W_LABELS,RI_GENERATE_DATETIME,CUSTOMER_ID,OSR_ID,ADDRESS_ID,WEATHER_ID
1304,CHICAGO,2025-06-24,2025-06-11,FLAT,H2018-323009,143009395,True,5928,True,6:00:00,20:00:00,204.0,477.4,13994.4,12.0,4,MEDIUM,62,Place items in driveway behind dumpster towards back of the house,"*** Leave packages in driveway behind dumpster.
*** Aim for the back of the house.",,,2025-06-23 11:45:37.944273,853,29.0,2885,40
3099,CHICAGO,2025-06-18,2025-06-11,FLAT,H2018-323009,143009396,True,5928,True,6:00:00,20:00:00,408.0,954.7,27988.8,20.0,2,HIGH,85,call one hr ahead,"*** Check for accessibility issues on-site before delivery.
*** Ensure smooth access for gate and specific delivery instructions.","*** Confirm delivery location.
*** Require signature upon delivery.",MCT: Confirm delivery location.,2025-06-17 11:45:09.859657,2651,,4390,38
5867,CHICAGO,2025-06-20,2025-06-11,FLAT,H2018-323012,143010418,False,5928,True,6:00:00,20:00:00,170.0,319.6,9372.1,12.0,6,MEDIUM,43,,"*** Previous order had an inventory issue.
*** Standard delivery procedure expected.
*** No special customer instructions.",,,2025-06-19 12:03:13.267335,2652,,2886,34
215,CHICAGO,2025-06-20,2025-06-11,FLAT,H2018-323012,143010869,False,5928,True,6:00:00,20:00:00,374.0,703.1,20618.6,17.0,10,LOW,6,,,,,2025-06-19 12:03:13.267335,1661,,2887,38
1105,CHICAGO,2025-06-24,2025-06-18,FLAT,H2018-323049,143638897,True,5928,True,6:00:00,20:00:00,1.0,1.7,83.0,2.0,1,HIGH,97,Please call 45 mins prior to delivery at 6603117825,*** Confirm delivery address details before departure.,,,2025-06-23 11:45:37.944273,1600,32.0,3229,40
978,CHICAGO,2025-06-18,2025-06-17,FLAT,H2018-323537,143491451,False,5928,True,6:00:00,20:00:00,98.0,79.4,6468.1,3.0,4,MEDIUM,66,Please call the customer 30 minutes before the delivery,,,,2025-06-17 11:45:09.859657,2653,,2889,34
5127,CHICAGO,2025-06-18,2025-06-17,FLAT,H2018-323541,143492222,False,5928,True,6:00:00,20:00:00,103.0,79.3,6336.7,2.0,3,HIGH,73,Please contact Joseph Gonzalez @  8656314623 for delivery.,,,,2025-06-17 11:45:09.859657,2654,,2890,40
551,CHICAGO,2025-06-21,2025-06-20,FLAT,H2018-323571,1625750A,False,5928,False,6:00:00,20:00:00,7.0,4.8,287.0,5.0,3,HIGH,77,,,*** Verify delivery address; it differs from the customer's registered address.,MCT: Verify delivery address; it differs from the customer's registered address.,2025-06-20 13:21:56.958639,2655,,2891,40
2719,CHICAGO,2025-06-20,2025-06-17,FLAT,H2018-323612,143547778,False,5928,True,6:00:00,20:00:00,104.0,218.4,9152.0,6.0,6,MEDIUM,41,,,,,2025-06-19 12:03:13.267335,2656,7.0,2892,38
5417,CHICAGO,2025-06-20,2025-06-17,FLAT,H2018-323612,143547780,False,5928,True,6:00:00,20:00:00,416.0,873.6,36608.0,18.0,10,LOW,4,**Please call customer before delivery ---- Business hours 10am-2pm ----DO NOT LEAVE UNATTENDED--- SIGNATURE IS REQUIRED FOR ALL DELIVERIES TO THIS CUSTOMER --PROOF OF PICTURE IS TO BE INCLUDED FOR CONFIRMATION OF DELIVERY. MONDAY -FRIDAY ONLY **,,,,2025-06-19 12:03:13.267335,2657,,2893,40
2913,CHICAGO,2025-06-19,2025-06-17,FLAT,H2018-323612,143547781,False,5928,True,6:00:00,20:00:00,104.0,218.4,9152.0,6.0,5,MEDIUM,56,,,,,2025-06-18 11:31:39.500294,2658,,2359,40
1857,CHICAGO,2025-06-19,2025-06-17,FLAT,H2018-323612,143547783,False,5928,True,6:00:00,20:00:00,416.0,873.6,36608.0,18.0,9,LOW,17,PLEASE CALL 4476685748 OR 2601533018,,,,2025-06-18 11:31:39.500294,25,,2894,34
5212,CHICAGO,2025-06-24,2025-06-19,FLAT,H2018-323872,143764171,False,5928,True,6:00:00,20:00:00,91.0,69.2,6289.7,2.0,6,MEDIUM,43,,,"*** Place the product in the garage, side, or backyard as specified by the customer.
*** Ensure clear access to the specified delivery location.","MCT: Place the product in the garage, side, or backyard as specified by the customer. | MCT: Ensure clear access to the specified delivery location.",2025-06-23 11:45:37.944273,2659,,2895,40
3131,CHICAGO,2025-06-25,2025-06-24,FLAT,H2018-323916,144160365,False,5928,True,6:00:00,20:00:00,38.0,23.3,1729.6,1.0,2,HIGH,88,,,,,2025-06-24 11:34:50.181857,1703,2.0,2896,40
4996,CHICAGO,2025-07-09,2025-06-23,FLAT,H2018-324240,144107413,False,5928,False,6:00:00,10:00:00,102.0,73.6,1302.0,5.0,4,MEDIUM,64,,,,,2025-07-08 11:34:03.389956,2660,,220,40
1389,CHICAGO,2025-06-27,2025-06-25,FLAT,H2018-324439,144283524,False,5928,True,6:00:00,20:00:00,46.0,25.6,1311.4,6.0,6,MEDIUM,44,,,,,2025-06-26 11:43:44.608402,2661,,2897,40
854,CHICAGO,2025-07-01,2025-06-30,FLAT,H2018-324660,144746529,False,5928,True,10:00:00,14:00:00,5.0,0.1,3.4,1.0,1,HIGH,96,,,,,2025-06-30 12:14:09.505371,2662,,2898,40
3496,CHICAGO,2025-07-08,2025-06-27,FLAT,H2018-324691,144494143,False,5928,False,6:00:00,20:00:00,152.0,287.3,12038.4,6.0,2,HIGH,80,Put in front of the garage door. As close as possible.,"*** Deliver to the front of the garage door.
*** Aim for closest possible proximity to the garage door.","*** Unload packages by the garage door.
*** Ensure driveway access.",MCT: Unload packages by the garage door. | MCT: Ensure driveway access.,2025-07-07 11:32:00.788482,2517,,1258,38
2806,CHICAGO,2025-07-08,2025-06-27,FLAT,H2018-324691,144494146,False,5928,False,6:00:00,20:00:00,442.0,835.4,35006.4,18.0,10,LOW,1,,,"*** Deliver to yard/dock/receiving area between 8 AM and 3 PM.
*** Ensure clear communication.",MCT: Deliver to yard/dock/receiving area between 8 AM and 3 PM.,2025-07-07 11:32:00.788482,2663,26.0,2899,5
4948,CHICAGO,2025-07-08,2025-06-27,FLAT,H2018-324691,144494147,False,5928,False,6:00:00,20:00:00,329.0,829.1,29284.3,15.0,10,LOW,4,,,,,2025-07-07 11:32:00.788482,2664,,2802,38
5818,CHICAGO,2025-07-02,2025-07-01,FLAT,H2018-325069,144884832,False,5928,False,10:00:00,14:00:00,294.0,88.2,2881.2,2.0,8,LOW,25,,,,,2025-07-01 11:38:46.571906,286,7.0,2900,40
5184,CHICAGO,2025-07-16,2025-06-30,FLAT,H2018-325071,144812868,False,5928,True,6:00:00,10:00:00,240.0,118.8,2568.0,4.0,9,LOW,19,Please deliver next to the blue and white overhead door on the west side of the warehouse,"*** Deliver to the west side, next to the blue and white overhead door.","*** Utilize forklift for unloading; ground-level roll-up door access.
*** Verify delivery address before arrival.",MCT: Utilize forklift for unloading; ground-level roll-up door access. | MCT: Verify delivery address before arrival.,2025-07-15 11:37:44.860340,2665,,2901,40
5198,CHICAGO,2025-07-03,2025-07-01,FLAT,H2018-325202,144947498,True,5928,False,10:00:00,14:00:00,126.0,84.7,3373.3,6.0,6,MEDIUM,49,,,,,2025-07-02 12:39:53.602346,2666,,2902,38
716,CHICAGO,2025-07-10,2025-07-07,FLAT,H2018-325719,145507462,False,5928,True,6:00:00,20:00:00,340.0,567.8,18326.0,12.0,10,LOW,7,,,,,2025-07-09 11:37:12.897562,2667,,2903,34
712,CHICAGO,2025-07-10,2025-07-07,FLAT,H2018-325719,145507464,False,5928,True,6:00:00,20:00:00,578.0,965.3,31154.2,18.0,10,LOW,1,,,*** Deliver between 7 AM and 1 PM.,Dispatch: Deliver between 7 AM and 1 PM.,2025-07-09 11:37:12.897562,2668,,2904,40
5531,CHICAGO,2025-07-09,2025-07-07,FLAT,H2018-325720,145506977,False,5928,True,6:00:00,20:00:00,204.0,477.4,13994.4,12.0,10,LOW,3,call jesus 1 hr before delivery 4606713908,,,,2025-07-08 11:34:03.389956,1455,32.0,2905,38
3583,CHICAGO,2025-07-09,2025-07-07,FLAT,H2018-325720,145506978,False,5928,True,6:00:00,20:00:00,408.0,954.7,27988.8,16.0,10,LOW,1,,,,,2025-07-08 11:34:03.389956,2669,,2906,40
715,CHICAGO,2025-07-10,2025-07-07,FLAT,H2018-325722,145506298,False,5928,True,6:00:00,20:00:00,476.0,952.0,34272.0,18.0,10,LOW,2,8056896227,,,,2025-07-09 11:37:12.897562,2670,,1865,40
4156,CHICAGO,2025-07-10,2025-07-07,FLAT,H2018-325722,145506300,False,5928,True,6:00:00,20:00:00,204.0,408.0,14688.0,9.0,9,LOW,17,Inside Garage,*** Deliver order inside the garage.,,,2025-07-09 11:37:12.897562,2671,,2907,38
106,CHICAGO,2025-07-09,2025-07-07,FLAT,H2018-325723,145504750,False,5928,True,6:00:00,20:00:00,476.0,952.0,30982.8,18.0,10,LOW,0,CALL CUSTOMER 30 MINS PRIOR TO DELIVERY,,"*** Do not leave packages unattended.
*** Limited parking available downtown.",MCT: Do not leave packages unattended. | Dispatch: Limited parking available downtown.,2025-07-08 11:34:03.389956,2672,,2908,40
1864,CHICAGO,2025-07-09,2025-07-07,FLAT,H2018-325723,145504751,False,5928,True,6:00:00,20:00:00,272.0,544.0,17704.5,9.0,10,LOW,1,,,,,2025-07-08 11:34:03.389956,2673,,4390,38
5880,CHICAGO,2025-07-11,2025-07-07,FLAT,H2018-325797,145561669,False,5928,True,6:00:00,20:00:00,104.0,196.6,8236.8,6.0,3,HIGH,73,,,,,2025-07-10 11:29:55.263804,2674,,2910,40
4455,CHICAGO,2025-07-11,2025-07-07,FLAT,H2018-325797,145561671,False,5928,True,6:00:00,20:00:00,468.0,884.5,37065.6,16.0,10,LOW,3,Please live them by the alley not on the front the street is under construct,"*** Deliver to alleyway due to street construction.
*** Alleyway access details required for delivery.",,,2025-07-10 11:29:55.263804,2675,,4751,40
5763,CHICAGO,2025-07-09,2025-07-08,FLAT,H2018-325837,145613358,False,5928,True,10:00:00,14:00:00,263.0,109.6,3293.5,5.0,10,LOW,9,,,,,2025-07-08 11:34:03.389956,801,,1082,40
98,CHICAGO,2025-07-17,2025-07-16,FLAT,H2018-326482,146374382,False,5928,False,6:00:00,20:00:00,7.0,4.4,343.0,1.0,2,HIGH,83,,,,,2025-07-16 11:41:13.618509,2676,,2912,40
2742,CHICAGO,2025-07-17,2025-07-16,FLAT,H2018-326583,146391944,False,5928,False,10:00:00,14:00:00,30.0,13.8,360.0,2.0,3,HIGH,73,,,,,2025-07-16 11:41:13.618509,2677,,2913,38
343,CHICAGO,2025-07-17,2025-07-15,FLAT,H2018-326667,146337979,False,5928,True,10:00:00,14:00:00,32.0,37.5,1348.4,4.0,6,MEDIUM,41,,,,,2025-07-16 11:41:13.618509,2678,12.0,2914,38
762,CHICAGO,2025-06-12,2025-06-10,FLAT,H2019-234680,142849987,True,5928,True,6:00:00,20:00:00,58.0,27.6,1958.7,5.0,6,MEDIUM,47,,,"*** Deliver to front of house, near planter boxes.
*** Avoid deliveries between 8:00 AM and 3:00 PM.","MCT: Deliver to front of house, near planter boxes. | Dispatch: Avoid deliveries between 8:00 AM and 3:00 PM.",2025-06-11 11:48:47.541802,2679,,4606,40
4225,CHICAGO,2025-06-03,2025-05-28,FLAT,H2019-239181,141560214,False,5928,False,6:00:00,20:00:00,500.0,265.0,340.0,10.0,3,HIGH,78,,,,,2025-06-02 14:07:36.663113,2680,,2915,40
1403,CHICAGO,2025-06-03,2025-05-28,FLAT,H2019-239181,141560216,False,5928,False,6:00:00,20:00:00,164.0,369.0,10848.6,11.0,3,HIGH,73,Alberto Reyes  3306086161 DRIVEWAY,,,,2025-06-02 14:07:36.663113,2681,,2916,40
2450,CHICAGO,2025-06-04,2025-05-29,FLAT,H2019-239181,141704864,False,5928,False,6:00:00,20:00:00,80.0,180.0,5292.0,6.0,4,MEDIUM,67,,,,,2025-06-03 16:31:28.598696,2682,,2917,40
2673,CHICAGO,2025-06-05,2025-06-03,FLAT,H2019-239804,142183392,False,5928,True,6:00:00,20:00:00,38.0,19.4,1065.9,4.0,5,MEDIUM,57,PLEASE CALL 3514198485,,,,2025-06-04 14:11:39.565891,2683,,2918,38
4237,CHICAGO,2025-06-06,2025-06-04,FLAT,H2019-239991,142362095,False,5928,True,6:00:00,20:00:00,76.0,267.5,3385.0,5.0,3,HIGH,75,,,,,2025-06-05 11:42:28.803273,2684,,423,40
1645,CHICAGO,2025-06-06,2025-06-04,FLAT,H2019-239992,142337448,False,5928,True,6:00:00,20:00:00,138.0,56.3,3833.9,6.0,7,MEDIUM,38,,,"*** Deliver to front yard, left of sidewalk, inside hedge.","MCT: Deliver to front yard, left of sidewalk, inside hedge.",2025-06-05 11:42:28.803273,1092,,2919,40
5456,CHICAGO,2025-06-11,2025-06-05,FLAT,H2019-240083,142421695,False,5928,True,6:00:00,20:00:00,195.0,315.0,12716.8,5.0,4,MEDIUM,62,,,"*** Place the product in the specified location as instructed by the customer.
*** Note potential access issues at the destination address.",MCT: Place the product in the specified location as instructed by the customer. | Dispatch: Note potential access issues at the destination address.,2025-06-10 12:41:49.240306,2685,,570,38
1461,CHICAGO,2025-06-12,2025-06-10,FLAT,H2019-240101,142898426,False,5928,True,10:00:00,14:00:00,238.0,114.6,6906.4,5.0,9,LOW,14,Please call Guillemina at 3501387594 10 mins before arriving.,,"*** Deliver to alley by garage door.
*** Limited parking available.",MCT: Deliver to alley by garage door. | Dispatch: Limited parking available.,2025-06-11 11:48:47.541802,2686,,2920,38
699,CHICAGO,2025-06-13,2025-06-07,FLAT,H2019-240193,142616451,False,5928,False,6:00:00,20:00:00,648.0,176.2,9810.8,7.0,8,LOW,27,,,,,2025-06-12 12:13:32.908974,2687,,436,38
5385,CHICAGO,2025-06-11,2025-06-09,FLAT,H2019-240360,142774031,False,5928,True,6:00:00,20:00:00,5.0,3.6,200.9,5.0,5,MEDIUM,57,,,*** Place packages on the grass.,MCT: Place packages on the grass.,2025-06-10 12:41:49.240306,2455,,2921,40
2518,CHICAGO,2025-06-20,2025-06-19,FLAT,H2019-240908,1628422A,False,5928,True,6:00:00,20:00:00,110.0,36.5,1302.2,3.0,6,MEDIUM,41,,,,,2025-06-19 12:03:13.267335,2688,,2922,38
2852,CHICAGO,2025-07-02,2025-06-19,FLAT,H2019-241215,143766972,False,5928,True,6:00:00,20:00:00,12.0,2.4,84.1,2.0,1,HIGH,93,,,"*** Customer must be present for delivery.
*** Confirm loading dock access.
*** Clarify ""OUT OF TIME ESMERALDA 7304"" and ""STORE READINESS"" notes.",MCT: Confirm loading dock access.,2025-07-01 11:38:46.571906,2689,,2923,40
4989,CHICAGO,2025-06-24,2025-06-23,FLAT,H2019-241279,1641537A,False,5928,True,6:00:00,20:00:00,8.0,6.6,187.2,5.0,2,HIGH,84,,,,,2025-06-23 11:45:37.944273,2690,,912,38
3395,CHICAGO,2025-06-25,2025-06-24,FLAT,H2019-241580,144184022,False,5928,True,6:00:00,20:00:00,51.0,68.3,2203.2,2.0,5,MEDIUM,58,,,,,2025-06-24 11:34:50.181857,2691,,2286,38
627,CHICAGO,2025-07-08,2025-07-07,FLAT,H2019-242122,1693252A,True,5928,True,6:00:00,20:00:00,7.0,4.0,65.8,2.0,1,HIGH,97,,,,,2025-07-07 11:32:00.788482,2692,,2924,38
3312,CHICAGO,2025-07-15,2025-07-13,FLAT,H2019-242407,1719966A,False,5928,True,6:00:00,20:00:00,6.0,3.4,235.0,4.0,2,HIGH,82,,,,,2025-07-14 11:41:23.021361,2693,18.0,2925,40
4197,CHICAGO,2025-07-12,2025-07-10,FLAT,H2019-242975,145871065,False,5928,True,6:00:00,20:00:00,3.0,1.7,96.8,4.0,2,HIGH,82,,"*** Customer refuses deliveries.
*** No space for drywall at delivery address.
*** Outside delivery required.","*** Confirm drop-off location.
*** Ensure all paperwork is complete.",MCT: Confirm drop-off location.,2025-07-11 11:27:11.349406,2694,,2926,38
3898,CHICAGO,2025-07-17,2025-07-15,FLAT,H2019-243147,1731807A,False,5928,True,6:00:00,20:00:00,26.0,34.8,1404.0,4.0,2,HIGH,84,,,,,2025-07-16 11:41:13.618509,3765,17.0,2927,40
1884,CHICAGO,2025-06-12,2025-06-05,FLAT,H2023-142116,142447406,False,5928,False,6:00:00,10:00:00,363.0,779.9,28759.2,12.0,6,MEDIUM,44,,,,,2025-06-11 08:02:42.481537,2695,,2928,40
2930,CHICAGO,2025-06-13,2025-06-05,FLAT,H2023-142116,142447406,False,5928,False,6:00:00,10:00:00,363.0,779.9,28759.2,12.0,3,HIGH,73,,,"*** Deliver to the back yard via the driveway.
*** Driveway access needs further parking/obstacle assessment.",MCT: Deliver to the back yard via the driveway. | Dispatch: Driveway access needs further parking/obstacle assessment.,2025-06-12 12:13:32.908974,2696,18.0,2929,38
3856,CHICAGO,2025-06-24,2025-06-18,FLAT,H2023-142748,143627712,False,5928,False,6:00:00,10:00:00,671.0,626.1,22592.2,10.0,9,LOW,19,,,,,2025-06-23 11:45:37.944273,2697,,2930,40
3576,CHICAGO,2025-06-27,2025-06-25,FLAT,H2023-143078,144329502,False,5928,False,6:00:00,20:00:00,56.0,75.7,2855.6,4.0,7,MEDIUM,36,,,,,2025-06-26 11:43:44.608402,2698,,2496,40
1372,CHICAGO,2025-07-09,2025-07-08,FLAT,H2023-143638,145608375,False,5928,False,6:00:00,10:00:00,50.0,93.5,3750.0,2.0,8,LOW,28,,,,,2025-07-08 11:34:03.389956,2699,,2931,38
1704,CHICAGO,2025-07-09,2025-07-08,FLAT,H2023-143644,145612191,False,5928,False,6:00:00,10:00:00,58.0,91.6,3239.3,2.0,8,LOW,27,,,"*** Deliver before 5:00 AM to the east side warehouse access point.
*** Use customer's forklift; place pallets where it can reach.",Dispatch: Deliver before 5:00 AM to the east side warehouse access point.,2025-07-08 11:34:03.389956,399,,2932,38
2958,CHICAGO,2025-07-11,2025-07-09,FLAT,H2023-143746,145790161,False,5928,True,6:00:00,20:00:00,40.0,34.0,3200.0,1.0,8,LOW,23,,,,,2025-07-10 11:29:55.263804,1883,16.0,2933,40
4081,CHICAGO,2025-06-13,2025-06-10,FLAT,H2026-187909,1595396A,True,5928,True,6:00:00,20:00:00,2.0,0.2,9.5,1.0,1,HIGH,98,,*** Deliveries should be scheduled for Friday.,,,2025-06-12 12:13:32.908974,2700,,143,40
1547,CHICAGO,2025-06-05,2025-06-03,FLAT,H2026-188433,142170664,False,5928,True,6:00:00,20:00:00,8.0,5.4,219.0,2.0,1,HIGH,90,please call with delivery time 5742563678 Rob,,,,2025-06-04 14:11:39.565891,2701,,2934,38
2324,CHICAGO,2025-06-10,2025-06-05,FLAT,H2026-188587,142421212,False,5928,True,6:00:00,20:00:00,384.0,595.2,24380.2,16.0,5,MEDIUM,49,,,,,2025-06-09 11:42:45.457672,2702,,2935,40
4073,CHICAGO,2025-06-04,2025-06-02,FLAT,H2026-188640,142089344,False,5928,True,6:00:00,20:00:00,40.0,18.4,900.0,4.0,8,LOW,27,,,,,2025-06-03 16:31:28.598696,2703,11.0,765,38
3072,CHICAGO,2025-06-05,2025-06-03,FLAT,H2026-188716,142171438,False,5928,True,10:00:00,14:00:00,68.0,80.2,3367.4,3.0,8,LOW,28,,,,,2025-06-04 14:11:39.565891,2704,,2936,40
5321,CHICAGO,2025-06-10,2025-06-09,FLAT,H2026-189103,142752821,False,5928,False,6:00:00,20:00:00,2.0,1.5,140.7,1.0,2,HIGH,88,,,"*** Leave packages in front of garbage cans.
*** Verify order hasn't already been delivered.",MCT: Leave packages in front of garbage cans.,2025-06-09 11:42:45.457672,2705,,2937,40
684,CHICAGO,2025-06-12,2025-06-10,FLAT,H2026-189309,142898472,True,5928,True,6:00:00,20:00:00,29.0,13.9,750.7,7.0,9,LOW,10,,,,,2025-06-11 11:48:47.541802,2706,,2938,38
1036,CHICAGO,2025-06-14,2025-06-12,FLAT,H2026-189462,143080705,False,5928,True,6:00:00,20:00:00,27.0,16.6,541.0,4.0,5,MEDIUM,53,Deliver to the back parking lot behind of the building,*** Deliver to the back parking lot.,,,2025-06-13 12:01:48.677892,2707,,2939,40
4540,CHICAGO,2025-06-25,2025-06-18,FLAT,H2026-189889,143629901,False,5928,True,6:00:00,20:00:00,10.0,90.0,1300.0,4.0,6,MEDIUM,42,,,,,2025-06-24 11:34:50.181857,2708,,4390,34
2826,CHICAGO,2025-06-21,2025-06-19,FLAT,H2026-189947,143711885,False,5928,False,6:00:00,20:00:00,2.0,4.5,150.0,5.0,1,HIGH,92,Leave in driveway next to blue trash cans,*** Leave packages in driveway near blue trash cans.,,,2025-06-20 13:21:56.958639,2709,,2940,38
2537,CHICAGO,2025-06-24,2025-06-22,FLAT,H2026-190183,144043534,False,5928,True,6:00:00,20:00:00,443.0,109.7,5835.0,3.0,10,LOW,8,,,,,2025-06-23 11:45:37.944273,2710,,2941,40
5036,CHICAGO,2025-06-26,2025-06-24,FLAT,H2026-190328,144251721,False,5928,True,6:00:00,20:00:00,2.0,0.9,47.5,3.0,2,HIGH,85,please call customer an hour before delivery 9151559878 thanks,,,,2025-06-25 11:35:43.221586,136,,2942,38
3705,CHICAGO,2025-07-01,2025-06-29,FLAT,H2026-190687,144674624,False,5928,True,6:00:00,20:00:00,988.0,270.4,8220.0,7.0,9,LOW,10,,,"*** Private road access; potential delivery challenges.
*** Address is north of Winnetka Ave.",Dispatch: Private road access; potential delivery challenges. | MCT: Address is north of Winnetka Ave.,2025-06-30 12:14:09.505371,2711,,2679,40
4998,CHICAGO,2025-07-08,2025-07-07,FLAT,H2026-191291,145494318,False,5928,True,6:00:00,20:00:00,191.0,101.9,4207.1,6.0,4,MEDIUM,66,,,,,2025-07-07 11:32:00.788482,2712,,3561,40
5550,CHICAGO,2025-07-10,2025-07-08,FLAT,H2026-191478,145699153,False,5928,True,6:00:00,20:00:00,75.0,58.1,2340.0,7.0,4,MEDIUM,65,,,,,2025-07-09 11:37:12.897562,1654,,2944,40
2906,CHICAGO,2025-07-15,2025-07-09,FLAT,H2026-191498,145747296,False,5928,True,6:00:00,20:00:00,544.0,641.9,26938.9,11.0,8,LOW,27,call 30 min before,,,,2025-07-14 11:41:23.021361,2713,,3777,38
4117,CHICAGO,2025-07-15,2025-07-14,FLAT,H2026-191826,146197187,False,5928,False,6:00:00,20:00:00,235.0,199.1,6768.6,4.0,5,MEDIUM,52,Please call when in route; delivery may not be left unattended. Please take photos of products once delivered. No one on site before 8am,,,,2025-07-14 11:41:23.021361,2714,,2946,38
191,CHICAGO,2025-07-17,2025-07-16,FLAT,H2026-191967,146390148,False,5928,False,6:00:00,20:00:00,152.0,170.2,6232.0,4.0,3,HIGH,72,,,,,2025-07-16 11:41:13.618509,2715,,2947,40
5017,CHICAGO,2025-06-05,2025-05-19,FLAT,H2030-280158,140572062,False,5928,True,6:00:00,10:00:00,310.0,156.1,6403.1,9.0,5,MEDIUM,53,,,*** Leave packages in front of the house.,MCT: Leave packages in front of the house.,2025-06-04 14:11:39.565891,3696,,1841,38
1703,CHICAGO,2025-06-05,2025-05-27,FLAT,H2030-280158,1537825A,False,5928,True,6:00:00,20:00:00,1.0,1.5,84.0,5.0,1,HIGH,99,Call 30 min before arrvial,,,,2025-06-04 14:11:39.565891,438,,2948,38
3234,CHICAGO,2025-06-04,2025-05-22,FLAT,H2030-286548,140936390,False,5928,True,6:00:00,10:00:00,410.0,197.6,3818.6,6.0,4,MEDIUM,68,,"*** Deliver between 8-10 AM, aiming for 7:30 AM.
*** Joe will be present at 7:30 AM.",,,2025-06-03 10:26:40.528691,2716,,2949,40
2747,CHICAGO,2025-06-17,2025-05-22,FLAT,H2030-286548,140936390,False,5928,True,6:00:00,10:00:00,410.0,197.6,3818.6,6.0,4,MEDIUM,70,PLEASE CALL MIKE PRIOR TO DELIVERY,,"*** Confirm exact delivery location (house, job site, inside) before arrival.
*** Verify order details to avoid duplication.","MCT: Confirm exact delivery location (house, job site, inside) before arrival.",2025-06-16 11:58:57.008760,2717,,2950,40
1810,CHICAGO,2025-06-14,2025-06-09,FLAT,H2030-286719,142798273,False,5928,True,6:00:00,10:00:00,88.0,64.3,3130.1,6.0,4,MEDIUM,62,"Ensure to contact Dave prior to delivering the products. The items will need to be brought down the alley most likely, but he will advise when you arrive.",,,,2025-06-13 12:01:48.677892,2718,,2951,38
3547,CHICAGO,2025-06-17,2025-06-10,FLAT,H2030-286956,142875471,True,5928,True,6:00:00,10:00:00,466.0,634.3,23112.7,12.0,3,HIGH,75,,"*** Retrieve two cut boards from driveway before delivery.
*** Driveway is accessible for delivery vehicles.
*** Previous delivery resulted in plywood damage; handle packages with care.",,,2025-06-16 11:58:57.008760,2719,,2952,34
2565,CHICAGO,2025-07-11,2025-06-10,FLAT,H2030-286956,142875471,True,5928,True,6:00:00,10:00:00,466.0,634.3,23112.7,12.0,2,HIGH,88,,,,,2025-07-10 11:29:55.263804,2720,,2953,40
2586,CHICAGO,2025-07-16,2025-06-10,FLAT,H2030-286956,142875471,True,5928,True,6:00:00,10:00:00,466.0,634.3,23112.7,12.0,2,HIGH,87,Please call at least a half an hour before arrival,,,,2025-07-15 11:37:44.860340,2721,,2954,40
4884,CHICAGO,2025-06-05,2025-05-29,FLAT,H2030-287438,141705378,True,5928,True,10:00:00,14:00:00,25.0,16.9,1320.0,3.0,3,HIGH,72,,,,,2025-06-04 14:11:39.565891,2722,,2955,40
633,CHICAGO,2025-06-03,2025-06-01,FLAT,H2030-287478,142014578,False,5928,True,6:00:00,10:00:00,135.0,180.9,5880.0,6.0,8,LOW,20,ALLEY,"*** Deliver to alleyway.
*** Difficult vehicle access; assess parking & maneuverability.
*** Requires further information on site accessibility.",,,2025-06-02 14:07:36.663113,2723,,2956,38
3558,CHICAGO,2025-06-07,2025-06-04,FLAT,H2030-287564,142283120,False,5928,True,6:00:00,10:00:00,82.0,63.1,2542.0,4.0,8,LOW,28,Please call before delivery for instructions 9205800105,"*** Ensure proper gate access for delivery.
*** Follow specific delivery instructions.",,,2025-06-06 11:47:07.917168,2724,,2957,38
4712,CHICAGO,2025-06-14,2025-06-13,FLAT,H2030-287604,1605883A,True,5928,True,6:00:00,20:00:00,58.0,69.6,3207.4,2.0,4,MEDIUM,65,Please call 8687986000 1 hour prior to delivery,,,,2025-06-13 12:01:48.677892,2725,,2958,40
2306,CHICAGO,2025-06-13,2025-06-04,FLAT,H2030-287715,142334013,False,5928,True,6:00:00,20:00:00,230.0,176.9,7875.8,6.0,3,HIGH,79,Please call 30 mins upon arrival,,,,2025-06-12 12:13:32.908974,3217,20.0,3703,40
5782,CHICAGO,2025-06-03,2025-06-01,FLAT,H2030-287858,142009384,False,5928,False,6:00:00,20:00:00,6.0,29.1,516.0,3.0,2,HIGH,80,,,,,2025-06-02 14:07:36.663113,2726,,2960,40
4483,CHICAGO,2025-06-04,2025-06-03,FLAT,H2030-287858,142009384,False,5928,False,6:00:00,20:00:00,6.0,29.1,516.0,3.0,1,HIGH,93,,,,,2025-06-03 16:31:28.598696,102,,2961,40
